,sentence
2,since 2000 the child and woman abuse studies centre cwasu has produced  a body of research that has had significant impact for victim survivors of  violence against women vaw at policy and practice levels
0,we have  evaluated new and emerging forms of support provision sexual assault  referral centres  tracked attrition in criminal justice responses to rape  in england wales and europe mapped the postcode lottery of specialist  services across great britain and developed minimum standards for  specialist services across europe
2,our research highlighted promising  practices that led to a national rollout of specific forms of provision  and central government funding for specialist services
0,we were among the  first researchers in the uk to draw on human rights principles to  illuminate the responsibilities of states to provide services principles  further elaborated in the 2011 council of europe convention
1,evidence here  demonstrates that responses to victim survivors across a number of arenas   8212 criminal justice specialist ngos and statutory health agencies  8212 have  been enhanced at an unprecedented level because of our work
0,more widely  our research has rekindled scholarship on sexual violence
0,cwasu s role as independent academics  is crucial for both the   voluntary and community sector and for statutory bodies like the mayor s   office for policing and crime
0,they understand the issues on the ground   from the perspectives of women and girls and  have developed cutting   edge research and responses to complex problems to provide a robust   evidence base for the sector to use in their advocacy work policy  and delivery officer violence against women and gangs mayor s office for  policing and crime
0,the evaluations of models of service delivery are invaluable in   providing us with the information and tools to undertake the work that   we do both nationally and locally
0,the knowledge that we gain from   cwasu informs and shapes our work as we continue to strive for improved   responses to violence against women manager women s aid england
2,the wellbeing programme at the lse s centre for economic performance  cep was founded in 2001 based on the belief that subjective wellbeing  should be the main criterion for making government policy
2,the research  programme has had a widespread impact on many uk government policies  including policies for measuring national wellbeing for improving access  to psychological therapies in the nhs for improving life skills in  schools and for apprenticeships
0,cep research has also had significant  impact worldwide including on the oecd s measurement programme the world  economic forum and the united nations un process towards making  happiness one of the sustainable development goals after 2015
0,this case study focuses on the development and usage of self help  material designed to aid people in feeling and performing better
0,it has  achieved impact through raising awareness via mass media and professional  outlets
2,research informed self help materials are available for open  access via media links academic organisations service organisations  nhs  commercial organisations london marathon  national governing  bodies research councils  and professional bodies british association  of sport and exercise sciences
0,an on line project run in conjunction  with bbc lab   uk developed and tested self help interventions with 75 000 users  each receiving personalised feedback from former olympian michael johnson
2,research in the area of critical disability studies carried out at  manchester metropolitan university has directly led to a change in  government policy on the family finding process for 4 000 children in the  uk currently awaiting adoption
2,at both national and regional level the  research has influenced the provision of services for disabled children  and their families ranging from the commissioning of short break services  to funding decisions for charity
0,the research has also influenced the  strategy of scope the disability charity with regard to resilience in  disabled people s lives and contributed to the training of teachers for  children with learning disabilities
2,ucl research has created a groundbreaking names classification tool for  use by healthcare organisations local government and industry
0,this  improved the effectiveness of public service delivery to different  cultural linguistic and ethnic groups in applications such as a amp e  admissions and gp referral patterns
0,it was used by the leading provider  of commercial geodemographic segmentation of neighbourhoods as a more  differentiated source of ethnicity information than census sources alone
0,the public was engaged with research through popular websites and  extensive media coverage and the research has provided interactive tools  through which science museums have improved public understanding of  genetics and family history
2,clinical ethnography research at ucl has made significant contributions  to clinical practice and  diagnosis internationally
0,in europe and the usa this has been through  the provision of teaching  resources and diagnostic tools such as the inclusion of culture bound  syndromes in the diagnostic  and statistical manual of mental disorders dsm
1,in bhutan research was  instrumental in  improving the country s nascent psychiatric health services and directing  them towards an  appreciation of local contexts whilst applying western medical practices
0,in myanmar research led  to the development of an important vulnerability assessment tool following  cyclone nargis which  was used to develop immediately responsive identifications of where  assistance should be  directed
0,as a result of the research into mental toughness carried out at the  university of hull the 4 c s model is now used worldwide
1,working with  partners in industry health education and sport sector the model and  its associated measure have been shown to be related to mental and  physical health performance and achievement and to identify areas for  development and provide potential strategies to do this
0,the model developed is now the most cited globally and the associated  measure  8212 the mtq48  8212 is the most frequently used measure of mental  toughness
0,the model has been used to evaluate levels of mental toughness  and also provide a basis for effective interventions and their evaluation
0,the main applied outcomes of this body of research have been  i the  objective quantification of individual player demands during competitive  match play to better understand the typical internal and external loads  imposed on rugby players  ii identification of fatigue characteristics  and pacing strategies of interchange and whole game players to inform  training practices and tactical strategies  iii the design of  appropriate training practices to ensure players are conditioned to  tolerate the most demanding passages of play during competitive matches  and  iv the development of match simulation protocols for the objective  evaluation of player performance
1,the main applied outcomes of this body of research have been  i changes  to training competition  and between match practices at st helens and warrington wolves super  league clubs and in  rugby football league rfl generally and england handball association   ii the development of  appropriate monitoring strategies to manage player health well being and  performance capability  and  iii the development of player and coach education resources
0,since 2007 a team of researchers at northumbria led by professor  margaret greta defeyter employed at northumbria since sept 2003 have  been investigating the effects of breakfast on children s cognitive  performance and social behaviours
0,the research findings have been  translated into an online training programme that has up skilled the  workforce e g
1,teachers governors nhs public health advisors and parent  volunteers from across the uk
0,this training provision has resulted in  the start up of 212 school breakfast clubs across the uk
1,school staff and  public health advisors have reported a significant impact on their  knowledge and skills as well as the training programme having influenced  practice and shared learning between colleagues
0,following the  implementation of school breakfast clubs teachers have reported gains in  terms of school attendance punctuality and motivation increased  attainment and quality of life social deprivation behaviour and  nutrition of many children involved in the uk
0,projects spanning two decades have examined information behaviour and its  effects in a number  of contexts impacting on a wide range of settings such as the political  sphere and business  management
1,this case focuses on recent impact in the energy sector  including impact on design  and delivery of information management software international health and  safety in the oil and gas  sector skills and technological competency management practice policies  and standards  professional and organisational strategies for adaption and enhancement of  approaches to  operating in multiple diverse geographic regions and continuing personal  and professional  development for oil and gas practitioners influencing methods approaches  and behaviours with  regard to health safety and competence
2,research disseminated through the gender and disaster network gdn has  played a pivotal role in changing attitudes and increasing recognition of  the importance of gender insensitive disaster policy and practice
2,gdn is  an international collaboration between northumbria university un agencies  and us and swiss government agencies that distributes research led  resources through an open access website www gdnonline org  co ordinated by dr maureen fordham at northumbria
2,gdn resources are used  internationally by practitioners in the united nations national and local  governments and non government and corporate business organisations
2,gender analysis is now routinely incorporated in training for disaster  management and risk reduction and this is seen in official un documents  for example the guidance published in 2009 making disaster risk reduction  gender sensitive policy and practical guidelines for which fordham was a  contributor
0,the disaster and development network ddn researches and facilitates the  implementation of disaster risk reduction strategies to improve community  resilience in the poorest communities of southern africa and south asia
2,the ddn aims to initiate life saving health policies and disaster risk  reduction strategies through local engagement and policy intervention
0,this case study focuses on the way interventions based on ddn research  have been implemented at local level exemplified through community  resilience building in bangladesh mozambique nepal pakistan and  zimbabwe
2,ddn research has impacted the united nations hyogo framework for  action the latest international strategy for disaster reduction
2,impact is demonstrated through the ways in which research findings have  been utilised by schools  and alternative provision ap providers to evaluate and remodel  educational policies and  practices
0,evidence is presented to support the assertion that by seeking  out the perspectives of  children and young people schools can become more critically aware of the  complex educational  social cultural and economic factors that serve to increase pupil  exclusion vulnerability and  exposure to risk
0,an increase in professional understanding and awareness  is demonstrated with  reference to examples of personalised pastoral interventions which  respond directly to the needs  of alienated and disaffected pupils
0,the case study focuses on the work of ibrahim akubat an exercise  physiologist lecturer who joined the department in 2010
0,based on his  research akubat has enabled a range of clubs to monitor accurately  players training loads and understand their footballers training  outcomes
0,akubat s research shows the superiority of the new  individualised training load monitoring method over existing methods of  monitoring internal training load and exercise dose in intermittent  sports
0,this has led to coaches from numerous professional clubs  including those from the english premier league attending workshops to  seek guidance on modifying their approaches to training load monitoring
0,the case study focuses on the work of tony myers a senior lecturer in  physical education and  sports studies who joined the department in 2001
2,myers research on  judging in the sport of muay  thai has had an impact on the sport nationally and internationally
2,several of the sport s governing  bodies have changed judging practices as a result of the research  including the independent  board of muay thai officials ibmto  the scottish thai boxing association  stba the irish muay  thai council imc  and the new jersey athletic commission usa
2,our evaluation of gang member rehabilitation and violence reduction  programme in glasgow has had considerable and enduring policy impact
2,scottish government policy is built on the principals our research  espouses
0,homicide rates in scotland are now at a thirty year low
2,the  prime minister and national newspapers cited the initiative as a solution  after the london riots and the uk government incorporated the ethos of  this program into their policy and practice
0,working jointly with the who  we are having impact in south africa jamaica and lithuania
0,for example  the western cape province of south africa has following our involvement  and for the first time initiated a violence reduction strategy
0,the most  important impact of our work however is the change it creates in young  people s lives transforming their prospects from those of a lifetime of  intermittent imprisonment to one of useful and meaningful societal  involvement and contribution
0,world leading primate research by the origins of mind group led to the  creation of the university s  163 1 6m living links to human evolution  research centre intentionally located in edinburgh zoo where it has pioneered   unique public engagement and science education using a range of  materials and activities
0,the research has thus impacted on i   society and culture since 2008 around 250 000 visitors per year  have engaged with live on going science and multiple associated legacy  resources and activities ii educational practitioners and school   children through classes in the centre and internet teacher packs  that integrate with scottish highers and iii commercial income  to the zoo
0,a unique insight in the dangerous rise of therapeutic education  2008  and developed through an esrc seminar series is that a  therapeutic ethos in education is creating a diminished human subject  through a dual attack on the human subject as a knowing subject and the  subject based curriculum
0,a conscious public defence of the subject based curriculum was then  undertaken through seminars debates and conferences involving think  tanks charities and union organisations
0,the appointment of professor  dennis hayes to the london mayoral education inquiry 2012 was  one consequence
0,the inquiry resulted in funding of  163 24 5 million for the  london schools excellence fund
0,research into more accurate methods for measuring deprivation and need  at the neighbourhood  small area level  has led to older methods being  abandoned
2,this has shaped government policy and practice leading to the  uk local and central government changing where geographically to focus  millions of pounds of spend
1,our methods index of multiple deprivation  imd and health poverty index hpi  are now used extensively in public  political and media discourses as the main reference point for any  discussion of the distribution of need across the uk
2,the imd has now also  been adopted by the governments of south africa nambia and oman
0,source the guardian http  www theguardian com news datablog 2011 mar 31 deprivation map indices multiple
0,the research has improved the living conditions of urban residents  adding value whilst doing no harm
0,it has had a world leading impact on  the understanding of the role of architecture and the design process in  the context of the informal city
2,it theorises practice and development  from a more worldly perspective to debate the meaning of professional  practice and interpret urban change
0,its unusual orientation as a long  term project shows how practice in challenging circumstances can be  strategic combining ethical practice and research to generate tools and  skills whilst training emerging researchers to co produce outputs with  outstanding reach and significance
0,this case study focuses on two related areas the issue of violence  against female students and how this is framed by lad culture in higher  education he
2,it documents five areas where alison phipps research has  either directly led or indirectly contributed to change   work with the national union of students nus which has informed   their policies and interventions  improved public and policy understanding of the issues of violence   against female students and lad culture in uk he  students unions and other groups adopting zero tolerance policies   in relation to sexual harassment and abuse and attempting to tackle   aspects of lad culture   institutions developing procedural frameworks around reporting and   addressing violence against female students and  governmental public and third sector organisations including students   as a key demographic in their policies and initiatives around violence   against women
2,work by farsides has had a significant impact on public policy and  professional practice and has led to measurable improvement in outcomes
0,farsides research has contributed to an increase of 50 per cent in organ  donations
0,her work has facilitated the resolution of ethical issues for  clinicians caring for potential organ donors for example through the  establishment of an ethical framework for caring for donors after  circulatory death
2,in terms of embryo donation her research has  influenced current practice and policy around consent and payment for  donation and led to the revisiting of guidance relating to donation and  freezing policies
0,our work on suicide prevention led by christabel owens of the university  of exeter in  conjunction with devon partnership nhs trust has led to environmental  changes to improve  safety at public locations worldwide
1,the work has been recognised by  ministries of health and  cited in national suicide prevention strategies and guidance documents  worldwide and is  associated with demonstrable benefits at specific high risk sites
0,ground breaking research into  the role of family members and friends in suicide prevention has led to a  strategic partnership  with all the major suicide prevention charities that are leading the way  in public education in  england
0,the glasgow composite measure pain scale cmps has provided the first  validated pain  questionnaire for the rapid assessment of acute pain in dogs in surgical  and clinical settings
0,developed by the university of glasgow school of veterinary medicine the  scale aids clinical  decisions on appropriate pain relief intervention and has been freely  downloaded by over 3 000  clinical users since its launch in 2008
0,in addition it has been used  extensively by veterinary  healthcare companies to successfully obtain regulatory approval for  analgesic drugs and in  marketing support materials
0,the university of glasgow researchers have  been instrumental in  developing international pain guidelines with the world small animal  veterinary association which  represent more than 180 000 veterinarians worldwide and has thereby  promoted awareness of  pain management in companion animals
0,viral infections pose a significant risk of long term disease and death  to cats
0,in europe alone over  30 million domestic cats are vaccinated each year against three core  pathogenic viruses
0,research  performed at the university of glasgow has systematically supported the  development of key  technologies against major feline viral diseases
0,this work has delivered  incremental but wide reaching  benefits to veterinary healthcare and animal welfare by providing  i  reagents used in the  diagnostic industry  ii viral screening services for big cat  conservation programmes  iii  developmental input into the creation of one of the most efficacious and  widely used vaccines  against feline leukaemia virus  iv testing of feline vaccines for  efficacy and safety and v  development of best practice guidelines and training for veterinary  practitioners on feline viruses
0,research by the university of reading s martin parsons research fellow  1990 date on the separation of children from their parents during the  second world war is being used to inform organisations on how to deal with  the anxieties experienced by children separated from their parent s  following their military deployment
0,the research has gained wide  recognition from the media local authorities and policy makers and has  already led one school to re develop its pastoral and academic support  systems creating a successful learning environment for service children  and paving the way for further trials of teaching materials geared towards  such children both in the uk and overseas
0,academics from the university of hull led a programme of research that  demonstrated for the first time that telehealth the use of technology to  support remotely the delivery of healthcare could improve clinical  outcomes for patients with heart failure
2,the university s centre for telehealth is now recognised internationally  as a leader in this area has been identified as an exemplar of best  practice and is highly influential in developing national and european  guidelines
0,the centre s activities have supported the development of  telehealth services for thousands of patients within the uk and europe
1,it  is also a key player in initiatives devoted to the enhancement of  telehealth services through supporting industry and training of the health  and social care workforces
0,schizophrenia a severe and disabling mental disorder affects about  285 000 people in the uk
1,it is associated with a progressive course poor  social and occupational functioning a high suicide rate premature death  from physical illness and high use of health services including in patient  beds
0,medication is the preferred treatment but response is limited
0,prior  to the publication of research carried out by professor stephen pilling  and colleagues at ucl there was uncertainty about the effectiveness of  psychological interventions
0,this work established the case for  psychological interventions in nice guidelines and psychological  interventions for schizophrenia are now widely available and used in the  nhs
0,work by carmona et al has supported the national drive for better design  in the built environment helping to mainstream ideas about the importance  of urban design and develop tools for design governance
0,a major strand of  this research has focused on the use and potential of design codes in  england and has been a major contributor to their widespread adoption
0,as  a result by 2012 some 45% of local authorities and 66% of urban design  consultants had used design codes
1,professor dawson s and dr scott s research is focused on the area of  patient safety and quality in health care delivery
0,it includes the  first prospective trial of falls risk in cognitively impaired patients and  has led to safer and better quality patient care transfers guidance on  the prevention of falls and improved quality of care for frequent callers  to ambulance services
0,impact is achieved through patient care  partnerships in the delivery of safe interventions and care packages  local and national guidance for safe interventions adherence to a falls  prevention programme and a unique engagement with yorkshire ambulance  service
0,bullying has for many years been acknowledged as a serious problem in  schools smith amp brian  2002
0,research has shown that being a victim of bullying can have serious  and long term  negative effects on psychological well being hawker amp boulton 2000
0,this case study outlines  the impact of survey based work undertaken in schools by the unit for  child and youth studies  exploring school engagement bullying and wellbeing which has identified  and increased  awareness of cyberbullying
2,this knowledge has been integrated into the  development of  government policy as well as school and local authority interventions on  cyberbullying and e safety  more broadly
0,research into the process and efficacy of structured peer group  supervision pgs for trainee and practicing psychologists led by akhurst  at york st john university collaborating with partners at the university  of leeds has impacted on a number of psychology training programmes
1,the  pgs model is also being adopted by various health practitioners to  complement individual supervision
0,the model has been implemented  variously in the republic of ireland south africa and the uk
0,optimising  use of the internet as a means for materials dissemination has enabled the  dvd created by the research team to be used widely in professional  development
0,in response to growing calls for competence based continuing professional development across healthcare professions professor ian bates and colleagues at the ucl school of pharmacy have led multi disciplinary collaborative research to develop frameworks for the professional development of pharmacists
0,these have been adopted across the uk and are now the norm for pharmacist development
1,in addition the cumulative evidence base was used by the department of health to establish the first nhs consultant pharmacist posts in england
1,the frameworks are increasingly being adopted for use in different countries around the world and most recently have underpinned a global framework for practitioner development under the auspices of the world health organization and unesco
1,smith s research in exercise science focuses on exercise adherence and  health enhancing physical activity hepa
0,doherty s research looks at  safe and effective exercise for patients with complex cardiac disease  and implemented the first prospective randomised control trial in this  population
0,smith and doherty have collaborated on an rct on active  york and on a successful proposal to the bhf
0,smith s work has had an  impact on practitioners and professional services by shaping regulatory  frameworks for exercise on prescription schemes
1,in health doherty s  research has benefitted patients directly by enabling hundreds of  programmes to offer rehabilitation to patients with complex cardiac  disease and has impacted on national and international practice
1,this case study describes the impact of practice led research in health  and social care settings
1,there are three main areas of impact to this  research   arts and mental health
1,through converge rowe has developed applied   and evaluated new approaches to arts and mental health practice
1,this   work impacts directly on participants and on mental health policy and   provision through close partnership with nhs staff and managers
0,arts in a hospital environment particularly in renal dialysis
0,the performance of personal stories in playback theatre
2,rowe s book   has been translated in to arabic and korean and is recommended by the   international playback theatre network
1,this case study describes significant health and wellbeing and economic  and social impacts  deriving from a decade of mmu research into augmentative and alternative  communication  aac
0,impacts include the creation of www aacknowledge org uk  the world s first aac evidence  base an online source of evidence and information on aac made accessible  for lay people  families people who use aac service commissioners and providers as well  as other information  and resources
0,a case study database has also been created which enables  practitioners to  improve the efficacy of aac treatments
0,the database maintains detailed  information on  approaches to treatment that practitioners can interrogate
0,mmu research  has also informed and  influenced a wider political engagement with aac issues leading to  improved awareness and  understanding of aac as well as an increase of  163 6 5m funding for uk  provision and services
0,the esrc innogen centre brought together a multiplicity of disciplines  for a large 12 year  research programme 2002 14 on the impact of regulation on innovation  dynamics in the life  sciences
2,research design promoted interactions between stakeholders to  achieve policy impact
2,innogen developed a range of toois to disseminate research findings and  influence policy in  europe the african union au  kenya qatar and at the oecd
0,we used  secondments and  temporary placements to achieve impact as well as more traditional  activities and outputs  resulting in major policy impacts in europe africa and the middle east
2,research conducted by carol holland for the department for transport  dft 2001  2004  contributed to a shift in public and professional attitude stereotypes  and to revised international  guidelines that recommend encouragement of self regulation by older  drivers
0,furthermore  accurate pedestrian simulation methods were developed 2007  2010 which  led to european  interventions addressing the safety of older pedestrians
0,improved advice  to older road users has  encouraged safe mobility and social inclusion
2,thus we describe  significant impact on   public policy change  8212 encouragement of self regulation
0,society  8212 attitudes and stereotypes of older drivers
0,society  8212 awareness and understanding of safe mobility to enable   social
2,research carried out aston university into the use of operational  research and social marketing techniques to optimize the creation  implementation and evaluation of preparedness for different types of  emergency has led to impacts at local national and international level
2,this research has   influenced and changed the way in which government agencies deal with   mass decontamination following a cbrn chemical biological   radiological or nuclear incident
2,influenced the decision process for allocation of resources to respond   to terrorist attacks and natural disasters
2,increased understanding and changed policy and the creation process   for plans regarding preparedness for mass evacuation for government   organisations
0,ucl research shows that uk ethnic minority em medical students and  doctors frequently  underperform in both undergraduate and postgraduate examinations
2,these  findings have been  used to help ensure the safety of medical healthcare particularly via  contributions to debate and  decision making among policy makers and medical education professionals
0,this has led to the  development of new or amended guidelines changes to the ways in which  international  examinations are run greater transparency in the sector s analyses of how  ethnicity impacts on  key outcomes and subsequently greater transparency in the public  dissemination of information  relating to medical education s successes and shortcomings
0,the use of the  research to inform  relevant media discourse has likewise improved transparency about these  shortcomings as well  as engaging a broad public audience with these and important related  issues
0,for many academically able young people low social class remains a  persistent barrier to medical education and subsequently to careers in  medicine those from social class i are 100 times more likely than those  from classes iv or v to win a place at medical school
0,since 2004  research conducted at ucl has underpinned the development of a free  widening participation wp programme for young people from non selective  state schools
0,that programme incorporates a wide range of activities  including a summer school outreach programme mentoring scheme and work  experience placements to provide structured support and guidance for  applications by non selective state school students to medical school
0,since 2007 more than 700 pupils have taken part in the programme
0,18% of  the first cohort obtained places at medical school and in 2013 9% of that  group qualified as doctors from ucl medical school
0,professor mckenna and his team demonstrated that it was possible to  assess the ability to detect potentially hazardous events by producing  and testing a hazard perception test
0,they showed that new drivers have  relatively poor hazard perception skills are slower to detect hazards  than more experienced drivers and that hazard perception skills can be  improved by training
0,after discussions with and presentations to key  stakeholders mckenna s hazard perception test was introduced into new  driver testing in the u k  and subsequently the netherlands and  queensland australia
0,the introduction of this test has improved road  safety for drivers and other road users and is associated with a reduction  of certain types of road traffic accidents by 11%
0,the research has also  led to increased public awareness of the importance of hazard perception  among drivers and the general public
0,language impairment is common in children and without effective early  intervention presents a risk for educational social and emotional  disturbance
0,the team used their considerable experience in child language  research to produce a novel assessment of child language development  8212 the  reynell developmental language scales 3 rdls3  8212 the first test of child  language development to be standardised in the u k to assess both  understanding and production of language in young children
1,use of the  test has improved language assessment and diagnosis for children with  language impairments and as such has enabled health and education  professionals to target therapy and monitor the effectiveness of  interventions to improve child language development
0,the test has been  widely used in the u k and is now also being used widely internationally
0,recent research by the team has informed a revised version of the test  8212  the new reynell developmental language scales nrdls
0,sales figures of  the rdls3 and the commissioning of the nrdls are testament to its  outstanding reputation and enduring legacy worldwide
0,violence against women is a feature of personal and social life across  the globe ignorance of the  nature and extent of this violence is just as widespread
0,in the uk alone  one in four women  experience domestic violence 60% of which goes unreported in france  there were an estimated  84 000 rape victims in 2012 although similarly there is much  under reporting
0,despite fears being  focused on attacks by strangers in 80% of cases the aggressor is known  to the victim thereby  raising questions about social and family structures
0,this study outlines  the impact of the unit s  research in raising public and institutional awareness of the issue  through two discrete but  complementary initiatives each characterised by a collaborative and  transnational approach
0,the  impacts were underpinned by research covering respectively the literary  and the socio political  contexts of gender violence
1,veterinarians have long recognised health problems associated with  in breeding and extreme  conformation in various pedigree dogs
0,however the pedigree dogs  exposed documentary in  2008 which particularly featured the plight of cavalier king charles  spaniels ckcs  and  resultant independent inquiry reports to which rvc contributed brought  the extent and severity of  the issue into the public eye
2,rvc s ongoing programme of research linked  to interaction with  stakeholders has contributed to the changes in breed standards instituted  by the kennel club kc   understanding of underlying principles governing the relationship between  structure and function  and affecting desired traits developing tools to address  conformation related health problems and  driving changes in breeding practice leading to healthier dogs
0,our research on cannabis ketamine and mdma ecstasy has used pioneering  methods to provide a unique new evidence base on which illegal drugs can  be evaluated
2,this work has influenced government policy and legal  proceedings in the uk and abroad
0,we have engaged widely with drug users  other members of the public drug services and the media to disseminate  our findings widely and increase public knowledge of the topic
2,our  research on the effects of recreational drug use thus has changed national  and international media discourse about this topic and has increased  public awareness and engagement
0,researchers in the centre for psychological research developed  compassion focussed therapy  cft  which has been used to treat depression and anxiety by reducing  shame and self criticism
0,cft has also been applied successfully to eating disorders personality  disorders psychoses and  other disorders and has been introduced in nhs treatment centres
0,training programmes have  equipped therapists to deliver cft
0,the benefits of cft have also been  made available directly to  the public through self help books and materials and through the  compassionate mind foundation  charity
0,the cft approach has also been extended to improve wellbeing  among the general  population as well as those affected by psychological disorders
0,universities uk named bales work as one of 100 discoveries in uk  universities that have  changed the world
0,bales they said  brought about a new awareness new  laws and new  programmes for the liberation and rehabilitation of slaves around the  world
0,that recognition noted  his illumination of modern slavery
0,since coming to hull in 2007 bales  research has focussed on  analysing and challenging contemporary slavery an impact seen in an  expanding global anti slavery  movement new laws and new research approaches
2,it is work based largely  on his work  in three key areas conceptual empirical tools policies and legislation  and corporate supply chain  responsibility
2,research within the uoa influenced national policy developments  implementation and practice  guidelines regarding protecting supporting vulnerable adults
0,the unit s  research led by professor  hogg was used in the development of the adult support and protection  scotland act 2007 which  now guides practice with all vulnerable adults in scotland
0,the unit s  research was used to  develop a multi agency adult support and protection asp self evaluation  methodology and  toolkit
0,over 50% of adult protection committees in scotland have adopted  its use
1,the unit s  research has led to the development of a national strategy and practice  guidelines to ensure all  vulnerable adults with profound and multiple learning difficulties in  scotland have a right to  appropriate health care provision including invasive procedures
0,research on the relationship between women s working lives occupational exposures and breast cancer which uses detailed work histories as a means of identifying toxic exposures has found there to be an elevated risk for women working in agriculture bars and gambling environments as well as automotive plastics manufacturing food canning and metalworking workplaces
1,the influential study has led trade unions politicians and charities in the united kingdom and canada to demand health and safety regulatory changes and further research
0,a number of studies have been produced by the multidisciplinary multinational team in which professor matthias beck plays a lead role
0,the main study was published and released to the media in 2012 brophy et al
0,2012b  so far it has attracted more than 16 000 downloads and over 220 media references
0,unicef estimate that over 3 500 children die annually from abuse and  neglect in economically developed countries including 100 in the uk of  whom around 4 are from northern ireland
0,although the number of deaths  appears to be falling in the uk the rate of decline is slowing
0,this case  study describes the impact of three related pieces of research undertaken  for the northern ireland executive and the northern ireland commissioner  for children and young people
2,the aim was to identify the things that  policy makers and practitioners could do differently in order to protect  children better and has led to significant improvements into how reviews  are undertaken and in the child protection policies and practices in  northern ireland
0,as a result children have been better protected by child  welfare professionals
1,the world health organisation amongst others recognises that adolescent  men have a vital yet neglected role in reducing teenage pregnancies and  that there is a pressing need for educational interventions designed  especially for them
0,research at queen s has helped to fill that gap
1,through work with the departments of health and education in northern  ireland ni and ireland irl  our research led to the introduction of an  educational resource into the national curricula of post primary schools  in irl and ni
0,the resource that we designed has been demonstrated to  improve knowledge and understandings of unintended pregnancy amongst young  men
0,as a result of this impact the resource is also being delivered in  86% of state schools in south australia
0,the research has had significant impact in the uk on the development of  social and spiritual  support for people at the end of life and their families
0,with professor  holloway as social care  lead on the national end of life care programme neolcp since  2009 the research has  underpinned the launch of a framework for the delivery of social care at  the end of life which is now  in its second phase of implementation
0,the framework is endorsed by the  association of directors  of adult social services and has led to local and regional action plans  and social care practice  initiatives
2,the research on spirituality has led to scoping and training  initiatives in healthcare  practice and in the funerals industry within the uk and internationally
1,the research into the main socio cultural causes consequences and  management of the hiv aids epidemic in south africa undertaken by dr liz  walker in collaboration with colleagues in south africa has had  significant impact in south africa on the development of the education and  training of health and social care professionals working in the context  of and specializing in hiv aids
0,the programme of research has resulted  in the production of an educational and training resource that is used in  heis and other professional training settings
1,the educational resource is  unique as it foregrounds hiv aids as the context within which all health  and social care practice is undertaken in southern africa
0,thousands of animals are housed in captive conditions worldwide often to  the detriment of their  mental well being
0,scientists at queen s animal behaviour centre have  spent the last 20 years  developing new ways of improving the psychological welfare of animals  housed in captivity
0,their  research has shown that classical music and scents such as lavender in dog  shelters calms the  animals and that shielding zoo housed gorillas from visitors with  camouflage netting over the  viewing windows prevents great apes from becoming agitated
1,the impact of  this research  extends to guidelines and regulations set by the american veterinary  medical association the  uk s department for environment food and rural affairs the british and  irish association of zoos  and aquariums and the australian government s national health and medical  research council
0,commercial impact includes cds of music composed specifically for dogs  now widely available to  buy on the open market and being utilised in 1700 rescue shelters and by  over 150 000 pet  owners around the globe
0,research conducted at queen s has shaped significant changes to the  revised northern ireland curriculum which became statutory in 2007
0,there  are two main research areas that led to these changes teaching children  to think across the curriculum which has affected and will continue to  affect the experiences of all children between 4 14 years in northern  ireland schools estimated 230 000 children annually  and a play based  early years curriculum which affects all children between 4 6 years  estimated 48 000 children annually
2,the research on teaching thinking  continues to influence curriculum developments elsewhere in the uk  specifically wales and scotland as well as internationally including the  republic of ireland and thailand
