id,sentence,label
518,in a contemporary world preoccupied with the protection of children it  is profoundly shocking to learn that child labour played a key part in  britain s industrial revolution,0
519,indeed that this pioneer economic  transition would not have happened in the way that it did without child  labour,0
520,jane humphries draws this startling conclusion from a study of  more than 600 working class autobiographies,0
521,these offer unprecedented  insights into child labour family life careers and schooling,0
522,seen from  below through the eyes of history s everyman the costs and benefits of  industrialization acquire new edge,0
523,the impact of humphries work has been  to change public understanding of this momentous divide by integrating  humanity back into economic history and trauma back into the industrial  revolution,0
524,we have developed resources that have been widely used nationally and  internationally to support the education of healthcare professionals and  nurses,0
525,our aim is to enhance the safe care of patients,0
526,professor sandra fredman s four dimensional model of equality was  incorporated into the equality act 2010,0
527,fredman s research focuses on  developing an understanding of equality that is sound in principle and  that is capable of articulating the purposes of equality legislation  particularly for newly developing equality duties which require bodies to  take the initiative to promote equality,0
528,she has developed a conception of  substantive equality  involving four dimensions redressing  disadvantage addressing different needs arising from different  identities promoting participation and preventing stigma prejudice  harassment and violence,0
529,fredman s recommendations were adopted in the  equality act 2010 to specify the goals of the equality duty,1
530,this is now  incorporated into guidance produced for and by public bodies regarding  the fulfilment of their statutory equality duties,0
531,this case study demonstrates the impact of an inter related body of  research undertaken by the open university s ou centre for ageing and  biographical studies upon the ways in which older people experience  everyday ageism housing and design and end of life care,0
532,the research  has provided evidence for charities and non governmental organisations  ngos seeking to shape government legislation initiate action on  age friendly environments and to change care practice,0
533,as a result it has  helped inform the uk s equality act 2010 new guidance on toilets in  public spaces user friendly extra care housing and an exemplary training  programme on end of life care in care homes,1
534,dr covey s research has focused on understanding the public perception of  hazards and how this might feed through into their preferences for safety  prioritisation,0
535,her work at durham has changed government policies and has  had significant impacts on how uk wide investment decisions are made,1
536,it  has saved the railway industry millions of pounds in unnecessary upgrade  costs and placed a monetary value on the impact of air pollution on health  for the first time,0
537,her work has allowed the views of the public to be fed  into decisions that could affect their own safety and has provided more  accurate and robust figures for the valuation of safety,0
538,this case study focuses on the construct of mind mindedness parents or  carers ability to tune in to what their young children are thinking or  feeling,0
539,durham based research highlighted how parental mind mindedness is  associated with a range of positive child and family outcomes and has had  impact via two main routes  a advice and support offered to parents  10 000 copies of the nspcc s all babies count booklet and  associated social media sites reaching 800 000 parents  and b  interventions targeted to improve outcome in parents and families  experiencing difficulties,0
540,between 25% and 33% of all perpetrators of sexual abuse in the uk are  children or young people,0
541,policy and practice in relation to this group  has been under developed,0
542,the research detailed in this case study  constitutes a body of work that has identified gaps in service delivery  and has significantly advanced policy training treatment services and  assessment and intervention practices for this group of children and their  families,0
543,the research findings have led to a shift across key service  providers including barnardo s and nspcc away from adult sex offender  approaches towards more child centred and holistic interventions,1
544,durham anthropology s innovative and influential dfid funded work on  transport and mobility in africa has resulted in the international  development community and national governments recognising that transport  and mobility challenges must be addressed to improve economic and social  wellbeing in rural communities in sub saharan africa and elsewhere  particularly among vulnerable populations,0
545,recommendations arising from  our research have been adopted by the world bank ghana s education  service help age international dfid transport research laboratory and in  key resources for policy makers teacher training workshops in ghana  agenda setting policy reports including tanzania s draft national  transport policy framework and workshops for transport policy makers and  practitioners,1
546,du research into nanotechnology and geoengineering has used deliberative  forms of public engagement involving focus groups with lay publics to  explore the complexity of societal concerns about emerging technologies,0
547,the results of this research have made a major contribution to the  development of a framework of responsible innovation,0
548,this framework has  been applied to rcuk funded research where it led to the withdrawal of  the uk s first field trial of a prospective geoengineering technology,0
549,this framework has had direct impact on european policy debate and on the  uk s engineering and physical science research council which has begun to  embed responsible innovation in an operational context,0
550,this research addresses unprecedented demographic challenges caused by an  ageing population  through the development of socially inclusive products and services  that enhance the quality of  living of older consumers aged 50 and over,0
551,welfare amp inclusion  the brunel university research team led by dr spinelli has helped the  evaluation and  development of products and services that enable older people to live more  independently   8212 through enhanced mobility assisted communication and an improved range  of choice to  suit individual needs,1
552,commercial impacts  the research has formed a knowledge base that the charity age uk has  exploited to 1  develop the age uk business network engage  including handicare bskyb  atoc british  telecom virgin and homebase which through company engagement seeks to  improve  products and services for older consumers and to enable the application of  inclusive design  processes to product and service development marketing and training and  2 underpin the  principles of age uk products and service accreditation schemes launched  in 2012 to  enhance quality and choice for older consumers,0
553,the work related quality of life wrqol 174  scale and its derivatives have  been used to assess and enhance the quality of working life in 10% of uk  universities ten nhs trusts five trade unions 15 schools a  professional body the british psychological society and parts of other  large national organisations police bbc rnli,1
554,the research and data  provided by the quality of working life qowl 174  team at the university of  portsmouth also now forms a significant element of the uk government s  definition and approach to tackling organisational stress,1
555,the wrqol 174  scale is available in 11 languages and 50 countries and is directly and  indirectly saving organisations thousands of pounds and helping  contributing to the improved wellbeing of millions of employees,0
556,there are over 3 million dyslexic people in the uk,0
557,without support  disproportionate numbers of dyslexic children end up with low literacy  skills unemployed and with significantly higher incidence of mental  health problems,0
558,low literacy is a major cost both to schools and  subsequently,0
559,it is now well established that early identification and intervention is  the most effective method of reducing these problems,0
560,sheffield  researchers have been pioneers in translational dyslexia  8212 developing  theory and turning it into applied action,0
561,they were the first in the  world to use the science of learning to develop a theory of dyslexia the  first to publish a normed screening test that could be used by teachers  for effective early diagnosis and the first to develop and validate a  combined screening and support package that could be used by teachers for  early intervention,0
562,these innovations have led to impacts on a range of levels the screening  tests have been used for hundreds of thousands of children in the uk and  translated into eight further languages and the interventions have been  cited as examples of best practice for practitioners in england and wales  and in india,0
563,this case study demonstrates how programmes of research led by the  university of sheffield since 1995 have generated theoretical models and  implementation tools that have had considerable significance and reach in  a diverse number of areas,0
564,there have been impacts on   care and education practice with over 1 250   managers practitioners completing leadership programmes and a more   widespread adoption by the practitioner community,0
565,service improvements with thousands of family carers and older   people having an enhanced service user experience,0
566,public and practitioner debate as the work has been shared   with the residents and workers in 18 000 care homes,0
567,international policy guidelines where it has informed the   generation of quality standards in care homes throughout europe,0
568,policy debates where the research has featured prominently in   discussions about achieving dignity in care,0
569,since 2009 research has been undertaken into strategies practice and  provision for active ageing specifically examining the mental and  physical health and well being benefits of group activities on culturally  diverse older people,0
570,the main impact of this research has been the  establishment of twelve movers and shakers groups,0
571,this has  benefited approximately 500 older people,1
572,there are plans to establish  four more groups in buckinghamshire including a group for people with  learning disabilities,0
573,outside of the county interest in adoption of the  model has been expressed by hillingdon borough council and by a housing  group operating in hertfordshire,0
574,research conducted at the university of sheffield between 1992 and 2006  was developed into a  film the great sperm race for channel 4 distributed by itv global media  and shown on  television in twenty two countries between 2009 and 2010,0
575,the film had  critical reviews in the  national media e g,0
576,the daily mirror the metro and  stimulated public debate via its global  distribution,0
577,an on line game developed to support the film has been played over ten  million times with  excellent feedback about its educational value,0
578,the film won several  television and film awards  around the world and this helped the production company prosper and go on  to make ground  breaking films in other areas,0
579,combatting bullying in schools and more especially the bullying of  minority groups is a priority both nationally and internationally,0
580,prof  rivers research on homophobic bullying and bystander wellbeing has  directly influenced the development of school based intervention  programmes teacher education and government policy in the us australia  canada and uk,0
581,it has been cited widely by policy makers internationally  and has been used as evidence of the need to develop and promote  anti bullying initiatives,0
582,this case study addresses new methods for identifying talent in young  musicians and dancers and also concerns issues regarding their wellbeing  during training both inside and outside the academy,0
583,this research has  achieved impact in two areas firstly by raising awareness among training  institutions and performance companies of the importance of scientific  assessment and screening and secondly through impacts on policy making  educational and otherwise beyond the submitting hei,0
584,this impact has been  achieved through research dissemination that includes but goes beyond  peer reviewed journal articles,0
585,this has involved broadcast media digital  media symposia workshops and numerous conference presentations the  popular press and resource papers for teachers,0
586,the people in public health  piph study and related research on health  trainers health champions and volunteers has brought together evidence on  rationales for lay engagement effectiveness and models of support,0
587,dissemination activities supported by a department of health grant have  achieved reach into various policy arenas and national networks,0
588,at the  same time there is evidence of research utilisation in public health  practice,0
589,one of the impacts has been the establishment of active  citizens for health  a national network of partner organisations to bring  together evidence and learning that has been hosted by leeds metropolitan  university,1
590,the psycholinguistic framework for research and practice developed by  stackhouse and wells is now a key component of the majority of uk speech  and language therapy courses at undergraduate and postgraduate levels,0
591,in  addition to influencing the design and delivery of course curricula in the  uk europe australia south africa and usa the framework is used in  continuing professional development for speech and language therapists  slts  special needs teachers and with parents,0
592,the resultant impact on  clinical and educational practice the assessment of children and the  planning of therapy interventions can be seen across the spectrum of  persisting speech difficulties including those related to dyspraxia  dysarthria dyslexia cleft palate down syndrome stammering specific  speech and language impairments,1
593,the importance of person centred social support has been recognised by  successive governments as central to the development of effective and  supportive social care services,0
594,the research led by brunel and funded by  the doh and the joseph rowntree foundation made a substantial  contribution to the enhancement of uk social care policy and practice in  relation to the personalisation agenda,0
595,parliamentary committees and  policy consultation used the research to develop new social care policy,0
596,standards of service care delivery were developed and implemented in  partnership with service users these were adopted at a policy and  practice level,0
597,the development and use of evidence based practice guides  training programmes and web resources facilitated the successful adoption  and implementation of person centred support nationwide,0
598,in summary  public debate was influenced equality and empowerment for service users  was advanced national policy and practice enhanced health and welfare  improved and economic impacts achieved,0
599,the healthy settings unit at uclan www uclan ac uk hsu  has contributed to the adoption of the whole system settings approach to  the promotion of health and wellbeing within a range of sectors nationally  and internationally  8212 including higher education and criminal justice,0
600,this impact has included recognition of higher education as a key setting  for health improvement by the uk government world health organization  who and international union for health promotion and education iuhpe   implementation of healthy universities as a model for promoting student  staff and community wellbeing by an expanding number of higher education  institutions heis within the uk and globally and investment in and  roll out of a whole system healthy prison model across north west england   8212 stimulating extensive national and international engagement and debate,0
601,two research council grants were awarded to the brunel institute of  ageing studies in order to identify how health social care and finance  professionals detect and prevent elder financial abuse and to develop and  test through a randomised controlled trial a web based training resource  to improve workforce capacity to make decisions in this domain,0
602,the training resource has been shown to be effective and has been  advocated for member use by such organisations as the college of  occupational therapists the building societies association and age uk,0
603,impacts have included raised international awareness of elder financial  abuse increased international collaborative work between stakeholders and  improved professional decision making capacity,0
604,brunel research evaluated the first uk adaptation of an innovative  american model for managing child care proceedings in court cases of  parental drug and alcohol misuse,0
605,this evaluation provided the uk evidence  base for the family drug and alcohol court model  fdac  this has  created impacts with national significance and international reach,0
606,impacts for health and welfare for families were demonstrated through  improved health and welfare outcomes such as reduced parental substance  misuse higher family reunification rates or if required swifter  alternative placement for children impacts for practitioners and  professional services were achieved for social workers lawyers  children s guardians and judges through the development of new  understanding enhanced inter professional working and the delivery of  more integrated practice with potential cost savings impacts on public  policy law and services were achieved through raising political  awareness legislative debate as well contributing to the international  adoption of the model,1
607,internationally immersion is a leading cause of accidental death and the  leading cause of death of sportspeople 221 of the 635 uk immersion deaths  in 2012 were sports related,0
608,the extreme environmental medicine amp  science research group eemsrg publishes widely from scientific papers  to specific reports for a wide range of international end users including  various emergency services,0
609,our research has had global impact on i the  protection rescue and treatment of immersion casualties  ii  international standards guidelines policies campaigns and training  manuals of those responsible for the protection rescue and resuscitation  of casualties  iii raised public awareness of immersion issues,0
610,frances gardner and her team in oxford have been studying antisocial  behaviour in children for  two decades,0
611,this programme of research has been instrumental in  demonstrating that parenting  programmes are effective in significantly reducing antisocial behaviour  thus encouraging uptake of  these programmes by bodies that play a major role in forming uk central  government policy  relating to parenting and child behaviour such as nice and the then  department of children  schools and families dcsf,0
612,given that lifetime costs of antisocial  behaviour are so high these  interventions are likely to produce high return on investment with  cost benefit analyses e g,0
613,nice  dcsf suggesting that over  163 200 000 per child could be saved,0
614,the impact  of gardner s studies  has subsequently expanded beyond the uk contributing to family  intervention development in us  trials and to policy change by organisations such as who and the un  office on drugs and crime  unodc  and by policymakers in new zealand malta slovenia estonia and  south africa,1
615,annette karmiloff smith is a world leading scientist in the field of  cognitive development,0
616,this case study describes her ongoing work for  procter amp gamble p amp g as their scientific consultant for baby  development that is based on her research into typical and atypical child  development,0
617,she designed and wrote booklets dvds and articles for the  pampers com website on different aspects of child development sleep and  parent child interactions,0
618,this information has reached millions of  parents worldwide,0
619,she also checks the scientific correctness of the  educational information that p amp g communicates on its website and of  statements made by p amp g advertising,0
620,pioneering interdisciplinary research at the royal veterinary college  rvc has enabled governments internationally and global health  authorities to respond swiftly to the outbreak of a disease that causes  huge economic losses threatens the livelihoods of vulnerable populations  in the developing world and endangers human lives,0
621,supported by proactive  dissemination it has shaped the control policies and risk management  strategies of the united nations and governments across asia africa and  europe as well as a national contingency plan for the uk,1
622,and it has  demonstrated that costly vaccination campaigns and mass culling programmes  can be avoided in efforts to bring the disease under control,0
623,professor hutchinson s team has pursued research into movement of large  land animals and how  they have evolved under biomechanical constraints such as gravity which  dominate their  lifestyles,0
624,their findings relating to elephants and to dinosaurs  applying physics maths and  computer science to study the natural world have captured the public s  imagination through a  variety of engagement activities,0
625,the work has contributed to several  major documentaries and  interactive museum exhibits  with professor hutchinson consulting  as  well as featuring in a  substantial number of print and online news stories,0
626,the research has had  practical applications in  foot health and welfare of elephants in captivity and through examining  constraints of growth on  anatomy has also led to applications in health of broiler chickens,0
627,we have established a primate research centre the macaque study centre  in a zoo environment marwell zoo for research into primate social  cognition,0
628,visitors can watch the science taking place which 1  significantly increases their perception of the zoo as a place of  learning 2 increases their knowledge about the specific research being  conducted and 3 improves children s attitudes to science as an exciting  subject,0
629,marwell zoo integrate the research into their educational  workshops and similar facilities are now being established in other zoos  in light of the demonstrable scientific public engagement involvement and  animal welfare benefits,0
630,professor frost has undertaken a substantial body of work relating to  multi professional work with vulnerable children and young people,0
631,this  has had an impact on public policy and practice through publications  conferences and professor frost s direct engagement with public bodies,1
632,through engagement with public bodies professor frost s work has helped to  inform influence and change policy and practice,1
633,there has been an impact  on the work of safeguarding boards in the field of child sexual  exploitation and on the practice of multi disciplinary working across a  number of organisations,0
634,four staff align with impact in the interdisciplinary field of childhood  studies broadhead brock  moss and potter,0
635,their research examines different related aspects of  early to late childhood,0
636,the  impact is evident in several domains,0
637,research has contributed to policy  and professional  development in relation to the early years and autistic spectrum  disorders,1
638,it has enhanced  pedagogies in schools concerning play and children s social participation,0
639,it has improved  communication with children through the development of play approaches and  approaches for  those children diagnosed on the autistic spectrum,0
640,it has contributed to  childhood workforce skill  enhancement in relation to the early years and men s professional and  familial involvement with  children,0
641,this research has also informed public awareness of children s  perspectives and  experiences through the use of media and other forms of public engagement,0
642,research related to the economic and social impact of major events and  festivals conducted by the sport industry research centre sirc has  provided a catalyst for the logical evaluation of hosting events,0
643,sirc  staff have provided national level research leadership culminating in the  launch of an event evaluation framework www eventimpacts com in 2010  which is widely viewed as representing the gold standard by which the  impacts of events and festivals are evaluated,0
644,the website has helped  public and private organisations to assess and forecast the value of  events thus justifying public investment in events as well as benefiting  their planning of events,0
645,the centre for sports engineering research cser has carried out public  engagement activities for many years to create a dialogue around its  research with those outside higher education,0
646,specific research is  described in tennis aerodynamics 3d motion capture and performance  analysis and ways in which findings have been used in public engagement,0
647,the impact of the activities is a raised public awareness of sports  science and technology from 165 public lectures and workshops an  interactive science exhibition with 390k visitors an increasingly popular  blog with 248k hits 15 popular science articles with a readership of over  835k 10 interviews on tv and 46 on radio 8 short films with 25k  downloads and 101 articles in the national and international print press  with 256 additional articles on their websites across 22 countries,0
648,sure start the flagship new labour anti poverty initiative launched in  1999 was an area based early intervention targeting pockets of social and  economic deprivation in england,0
649,the multi disciplinary national  evaluation of sure start ness  to which professor angela anning  was the central educational contributor was the largest social science  evaluation contract ever awarded in the uk,0
650,findings were continually fed  back to ministers and civil servants to inform policy and practice,1
651,impacts discussed below section 4 include  1 systemic changes in integrated services for vulnerable families  2 rethinking the resourcing and funding of children s centres  3 revision of training and qualifications of early childhood staff  4 enhancing the role of family support and parenting projects,0
652,impact generating research was produced by staff associated with the  international observatory on statelessness ios  brad blitz rajith  lakshman and greg constantine a current ph d student,0
653,the observatory  previously at kingston university moved to middlesex university in 2013,0
654,the impact stems from engagement with national governments un and public  bodies regarding the development of humanitarian policy and protection of  about 12 million stateless people world wide unhcr estimates,0
655,evidence  of impact includes statements by us secretary of state hillary clinton and  her deputy their drafting of a un human rights council resolution  changes to uk immigration rules statements by unhcr s high  representative us supreme court decision ruben flores villar vs   united states of america 0905801  and public awareness through  award winning photographic exhibitions short films and books,0
656,beneficiaries are potentially stateless people across the globe,0
657,the research is this unit has been conducted through the sport health  and performance  enhancement research group shape,0
658,dr sunderland s unique research in  this unit has  challenged and changed both academic thinking and real world practices  relating to heat  acclimation and performing in hot environments,0
659,this research has made and is making a significant impact across the  world improving both  physical and cognitive performance across a range of sports from elite to  recreational level,0
660,examples include providing a fitness training manual now being used by  all international hockey  umpires acclimation and cooling strategies for international hockey  players acclimation for  international athletes international netball players and recreational and  charity runners,0
661,reach and significance the beneficiaries of this work include international bodies and their  players e g  gb hockey  england hockey wales hockey scottish institute of sport the  international hockey federation  fih  international netball players and the australian cricket team  as  well as national and  recreational athletes marathon des sables athletes loughborough students  hockey club  recreational and sporting clubs players and athletes,0
662,research at queen margaret university qmu by professor ian rivers  identified issues facing lgbt young people and same sex raised children in  uk education,0
663,rivers was the only academic member of a group formed by the  scottish government to recommend ways of tackling negative and  discriminatory attitudes towards lgbt people in scotland,0
664,the scottish  government implemented many of the group s recommendations,1
665,rivers  research had an impact on 1 public policy and services in education  2  schools and teachers as educational practitioners  3 health and welfare  of lgbt young people and same sex raised children and 4 society  culture and creativity and public policy and services beyond scotland,0
666,this case describes the impact of professor john d barrow s research  into the value of the cosmological constant and the constants of physics,0
667,the impact occurred through extensive engagement with the public via talks  and public lectures online talks and articles newspaper and magazine  articles books and radio broadcasts,0
668,the engagement led to widespread  public interest and increased public discourse in the uk and beyond the  impact being especially strong in italy,0
669,the research has inspired young  people teachers and the general public internationally to follow  cosmological developments,0
670,in the last decade sport has earned unprecedented recognition in  international policy circles as a tool to support international  development,0
671,nonetheless many have challenged this new social movement   kidd 2008  concerned by its uncritical application of global north  models of sport to global south contexts,0
672,addressing these concerns  brunel researchers and collaborators have drawn on the field of  international development studies to investigate how principles of local  ownership and partnership can be applied to sport,0
673,since 2010 empirical  studies and critical conceptual analyses have contributed to this,0
674,specifically through building organisational capacity at local level  supporting partnership between funders and recipient organisations and  developing national as well as international policy guidance to ensure  community level experiences and perspectives are represented in sport for  development policy and strategies,0
675,tucker s ethnographic research on the social worlds inhabited by  township men who have sex with men  msm  and his quantitative analysis  of the associations between social and psycho social conditions and risky  sexual practices for such men led to the development of the innovative  ukwazana hiv prevention programme  8212 the first of its kind in africa,0
676,ukwazana meaning getting to know each other in isixhosa is based  across the central townships of cape town and is unique in fostering  partnerships with marginalised township msm engaging them collaboratively  in hiv prevention initiatives,0
677,based on tucker s research findings it is  the first scheme to recognise and tackle social and psychosocial factors  such as homophobia depression and loss of self esteem which often  result in risky sexual practices and related illnesses among msm,0
678,this new  approach was timely since despite numerous previous hiv prevention  campaigns aimed at township msm hiv prevalence for this group was three  times the national average,0
679,jacqueline barnes evaluations of government initiatives promoting  parenting and child development for vulnerable families have directly  affected major policy decisions since 2008,1
680,her study of the home start  programme demonstrated limited benefits of unstructured volunteer support  and informed recent nice guidance on early intervention,0
681,her subsequent  evaluation of the family nurse partnership fnp programme for vulnerable  mothers changed government policy,1
682,the success of fnp as demonstrated  during the initial evaluation phase led to ministerial decisions to more  than double the provisions of this programme in 2010 and 2013,0
683,fnp has now  been rolled out widely in england scotland and northern ireland,0
684,research by bhui 1996 2013 showed striking differences by ethnic group in diagnosis and management of mental health disorders due to a complex interplay of socio cultural factors and different perspectives of patients and professionals,0
685,impacts included  a the development and implementation of a uk wide mental health policy delivering race equality  b a national training and workforce development programme that shifted the conceptual paradigm from the cultural competencies of individuals to system wide intervention called cultural consultation c service development research enhancing pathways into care  epic to implement findings and draw lessons across four nhs trusts  d incorporation of research findings into national and international guidelines and influence on mental health legislation and policy and e a new phase of research on implementing findings,1
686,this research programme has provided convincing evidence that fish  perceive pain and has been instrumental in directly informing changes to  experimental protocols and influencing welfare guidelines,0
687,we use fish in a variety of ways  8212 for food farming experimentation as  public exhibits in recreational angling and as pets,0
688,many of the  procedures that fish are subjected to cause tissue damage that would give  rise to the sensation of pain in mammals,0
689,this research programme uses  techniques in neurobiology physiology and animal behaviour to discover  how the fish are affected by these procedures,0
690,this has not only improved  the welfare of fish but also influenced how the public views these  animals through media dissemination,0
691,bullying occurs when pupils persist in being physically or  psychologically abusive to less powerful  peers,0
692,while it used to be seen as just part of growing up and  character building  it is now  recognised as a serious societal problem that demands attention and  schools must take active  steps to combat it,0
693,professor boulton s research contributed to this shift  and has ensured bullying  continues to be taken seriously,0
694,his work has produced novel findings on  the damaging  psychological impact of bullying why pupils become involved and has  guided policy and advice  offered by governments in the u k  u s and elsewhere and by other  national bodies nspcc,1
695,marco manacorda s research on social assistance programmes has been a  major influence on the design and evaluation of a flagship poverty  alleviation initiative in uruguay known as panes,1
696,manacorda s work has   enhanced the programme itself by supplying an analytical underpinning   for the targeting of resources and a scientific basis for evaluation of   its effects  influenced the government s decision to scale up the programme by   providing credible evidence of its impact on beneficiaries  shaped the public debate on the design and effects of social   assistance measures more generally both in uruguay and internationally   and  affected administrative practices in the public sector by stressing   the importance of collecting good data and using it effectively to   improve service provision,1
697,key bold text from ref guidelines bold italic italic  emphasis superscript references in sections 3 and 5 research by chadwick has influenced research protocols and policies  regarding the ethical consequences of collecting dna for research,1
698,her  impact is most visible in the personal genome project and the work of the  nuffield council on bioethics un food and agriculture organisation human  genome project and h3africa,0
699,her contributions to discussions and  documents resulted in changes to how consent is gained from dna donors,0
700,in  particular the changes address important issues that she raised regarding  the practicality and acceptability of the undertakings made in current  consent protocols about confidentiality and the future use of data,0
701,chadwick s underpinning research claims relate to the fact that genetic  information and the attendant genetic technology are derived from and  significant to populations as a whole,0
702,she maintains that  biotechnological advances are changing our ethical values particularly  regarding conflicts between personal interests and large group needs,0
703,for  her practical ethics cannot apply normative ethical concepts and theories  arising from abstract philosophical reasoning,0
704,rather the conceptual and  theoretical structures themselves must be developed through philosophical  engagement with the scientific details of the project,0
705,her collaboration  with bodies responsible for the protocols of consent reflects a  bottom up moral philosophy rather than the traditional top down  theory driven approach,0
706,research into the prevalence of workplace bullying and stress conducted  between march 2008 and december 2009 in new zealand has had three main  impacts,0
707,the research findings highlight the importance of psychosocial  issues in workplaces and directly contributed to the new zealand  government s decision to include psychosocial workplace hazards as a  priority in the occupational health action plan to 2013,1
708,data from the  research is one of the main factual bases for a new guideline developed by  staff in the ministry of business innovation and employment on workplace  bullying,0
709,the guidelines made the research findings available to health  and safety inspectors and professionals unions and employer groups as  well as presenting practices for occupational safety and health fact  sheets for preventing and dealing with bullying at work,0
710,there are an increasing numbers of people living into very old age,0
711,at  the same time there is a drive to enable people to live within their own  homes for as long as possible,0
712,consequently health and social care  services that previously would have experienced very few people with  dementia now have this as part of their core function,0
713,yet there is no  tradition in these services of supporting people with dementia and there  are many reports of inadequate care,0
714,for example valleley reports that  over half of people living in extra care housing with dementia were  admitted to other care settings during the first two years due to  challenging behaviour conflicts with staff and other residents and  distress on the part of the person with dementia i similarly  hospital patients with acute and chronic medical conditions concomitant  with dementia are consistently reported to experience poorer quality  outcomes than patients with similar conditions without dementia ii  the research described below has had significant benefits for those living  with dementia both in extra care housing and in hospital settings  primarily at the national level but also internationally,0
715,it has enhanced  quality of life for individuals living with dementia improved the  practice of professionals working with people with dementia and had  economic benefits,1
716,dementia poses substantial public health and societal challenges for  europe as there is currently no cure and it is estimated that 10 million  europeans will be living with the disease in 2040,0
717,good quality  information allows for decision makers to establish appropriate health  policies and target resources where they are needed and where they are  effective,0
718,a particular strand of research within the project on timely  diagnosis of dementia led by worcester s association for dementia studies  has already stimulated policy debate on this issue in the uk and elsewhere  in europe while a toolbox developed through the project for those  living with dementia and their carers and for health and social care  professionals has informed care practice,0
719,dr sunil amrith s research has enhanced understanding of the historical  roots of many contemporary policy problems making him a leading expert on  the history of public health in south and southeast asia,0
720,the critical  success of his monograph decolonizing international health and  its positive reception among non academic specialists in the field led to  his involvement in dialogues with policymakers in international ngos and  invitations to contribute a historical perspective to discussions about  public health issues in the developing world,0
721,his work has influenced  policy development and shaped capacity building programmes,1
722,international standards for nursing terminology is focused on  supporting nursing practice internationally through the application of  theoretical informatics research demonstrating the following impact   bringing together practice level data from a range of sources and   utilising the web ontology language owl within a nursing context   leading to the development of a formal foundation for standardised   terminologies for nursing   the only nursing specific terminology within the world health   organisation family the international classification for nursing   practice icnp 174  has been accepted as a related classification within   the world health organisation family of international classifications   who fic   translated into 16 languages icnp is emerging as an international   standard for nursing facilitating more effective nursing care and   improved patient outcomes,0
723,improving outcomes for children young people and families focuses  on supporting the development of health and social care initiatives to  promote social inclusion and improve quality of life family cohesion and  health outcomes for troubled  at risk and disadvantaged families  demonstrating the following impact   guiding practice strategic decision making and organisational change   in partnership with local authorities and voluntary sector   organisations resulting in positive outcomes for children and families  influencing national policy development in relation to improvements in   health and social care services resulting in reduced dependence on   services,1
724,childhood obesity is a national problem but it is a problem even more  keenly felt in the west midlands where statistics show the percentage of  children classified as obese is higher than the national average,0
725,praised in the international design for all foundation awards 2013 as rigorous   empathic and   very thoughtful  inclusive design for getting outdoors i dgo has  changed both policy and  practice relating to the design of outdoor environments,0
726,focusing on  meeting the needs of  older people and disabled people the consortium s practical guidance has  been utilised locally  nationally and internationally by bodies ranging from the uk department  for transport to the  world health organization,1
727,integration of refugees asylum seekers and their host communities is a  complex challenge but an important marker both of future health and  psychosocial wellbeing and of social cohesion,0
728,the uk home office  commissioned iihd to undertake the indicators of integration ioi  research programme from 2001 to clarify the ioi concept and recommend  ioi for refugee policy and practice,0
729,the ager and strang  ioi framework ager and strang 2004a 2004b 2008 has  become a foundational framework for refugee integration policy for the  measurement of integration and for critiquing policy and practice,0
730,strang  was appointed to chair the scottish government refugee integration  strategy consultation process in 2012 and has contributed by invitation to  a number of eu commissioned policy consultations,0
